rgi_id,glims_id,cenlon,cenlat,glac_name,Name1,Local_script1,Language1,Meaning1,Source1,Contributor
RGI2000-v7.0-G-14-00296,G070201E35897N,70.2003853,35.896922,,,,,,,
RGI2000-v7.0-G-14-00297,G070203E35895N,70.20344317,35.895428,,,,,,,
RGI2000-v7.0-G-14-00298,G070199E35891N,70.19975815,35.891673,,,,,,,
RGI2000-v7.0-G-14-00299,G070201E35887N,70.20101599,35.8877995,,,,,,,
RGI2000-v7.0-G-14-00300,G070207E35881N,70.20701373,35.881074,,,,,,,
RGI2000-v7.0-G-14-00301,G070216E35883N,70.21636997,35.88439,,,,,,,
RGI2000-v7.0-G-14-00302,G070227E35879N,70.22739082,35.8793495,,,,,,,
RGI2000-v7.0-G-14-00303,G070233E35878N,70.23319074,35.8789045,,,,,,,
RGI2000-v7.0-G-14-00304,G070241E35880N,70.24211914,35.879469,,,,,,,
RGI2000-v7.0-G-14-00305,G070249E35876N,70.25030094,35.8763605,,,,,,,
RGI2000-v7.0-G-14-00306,G070247E35871N,70.24740513,35.8709685,,,,,,,
RGI2000-v7.0-G-14-00307,G070259E35866N,70.25930646,35.866175,,,,,,,
